CMDLINE /home/wuning/anaconda3/bin/python generateBeijingSupervisedData.py
MEM 10243.933594 1537849763.2120
MEM 10216.902344 1537849763.3125
MEM 10236.449219 1537849763.4129
MEM 10236.449219 1537849763.5133
MEM 10266.265625 1537849763.6138
MEM 10266.265625 1537849763.7142
MEM 10266.265625 1537849763.8145
MEM 10295.757812 1537849763.9148
MEM 10333.042969 1537849764.0152
MEM 10300.238281 1537849764.1155
MEM 10340.464844 1537849764.2159
MEM 10347.878906 1537849764.3162
MEM 10347.878906 1537849764.4165
MEM 10322.898438 1537849764.5169
MEM 10341.164062 1537849764.6172
MEM 10371.238281 1537849764.7176
MEM 10371.238281 1537849764.8179
MEM 10401.246094 1537849764.9182
MEM 10401.246094 1537849765.0185
MEM 10438.789062 1537849765.1188
MEM 10401.332031 1537849765.2192
MEM 10446.414062 1537849765.3196
MEM 10453.925781 1537849765.4200
MEM 10453.925781 1537849765.5205
MEM 10434.968750 1537849765.6209
MEM 10446.968750 1537849765.7213
MEM 10492.519531 1537849765.8218
MEM 10492.519531 1537849765.9222
MEM 10492.519531 1537849766.0226
MEM 10527.023438 1537849766.1231
MEM 10527.023438 1537849766.2235
MEM 10542.699219 1537849766.3239
MEM 10554.699219 1537849766.4243
MEM 10573.035156 1537849766.5248
MEM 10577.988281 1537849766.6253
MEM 10587.988281 1537849766.7257
MEM 10538.441406 1537849766.8262
MEM 10611.476562 1537849766.9266
MEM 10619.476562 1537849767.0271
MEM 10561.285156 1537849767.1275
MEM 10646.773438 1537849767.2279
MEM 10659.015625 1537849767.3284
MEM 10586.894531 1537849767.4288
MEM 10592.894531 1537849767.5293
MEM 10602.894531 1537849767.6297
MEM 10628.167969 1537849767.7302
MEM 10628.167969 1537849767.8306
MEM 10661.265625 1537849767.9310
MEM 10661.265625 1537849768.0315
MEM 10675.054688 1537849768.1319
MEM 10687.054688 1537849768.2323
MEM 10701.269531 1537849768.3328
MEM 10716.113281 1537849768.4332
MEM 10672.281250 1537849768.5337
MEM 10741.171875 1537849768.6341
MEM 10749.171875 1537849768.7345
MEM 10759.390625 1537849768.8349
MEM 10771.714844 1537849768.9354
MEM 10779.972656 1537849769.0357
MEM 10792.210938 1537849769.1361
MEM 10748.957031 1537849769.2364
MEM 10760.957031 1537849769.3367
MEM 10785.968750 1537849769.4371
MEM 10785.968750 1537849769.5374
MEM 10820.945312 1537849769.6378
MEM 10820.945312 1537849769.7381
MEM 10835.335938 1537849769.8384
MEM 10849.335938 1537849769.9387
MEM 10863.324219 1537849770.0390
MEM 10872.972656 1537849770.1394
MEM 10882.972656 1537849770.2397
MEM 10832.566406 1537849770.3400
MEM 10906.546875 1537849770.4403
MEM 10918.796875 1537849770.5407
MEM 10883.089844 1537849770.6411
MEM 10942.175781 1537849770.7416
MEM 10952.414062 1537849770.8420
MEM 10960.414062 1537849770.9424
MEM 10912.957031 1537849771.0429
MEM 10923.433594 1537849771.1433
MEM 10945.714844 1537849771.2437
MEM 10945.714844 1537849771.3442
MEM 10979.218750 1537849771.4446
MEM 10979.218750 1537849771.5450
MEM 10993.367188 1537849771.6455
MEM 11001.367188 1537849771.7460
MEM 11011.367188 1537849771.8464
MEM 11024.210938 1537849771.9468
MEM 11032.468750 1537849772.0472
MEM 11042.468750 1537849772.1476
MEM 11057.601562 1537849772.2481
MEM 11071.601562 1537849772.3485
MEM 11012.593750 1537849772.4489
MEM 11092.738281 1537849772.5494
MEM 11100.738281 1537849772.6498
MEM 11111.472656 1537849772.7502
MEM 11062.949219 1537849772.8507
MEM 11070.949219 1537849772.9511
MEM 11079.425781 1537849773.0514
MEM 11101.707031 1537849773.1518
MEM 11101.707031 1537849773.2522
MEM 11135.070312 1537849773.3527
MEM 11135.070312 1537849773.4530
MEM 11132.218750 1537849773.5535
MEM 11157.511719 1537849773.6538
MEM 11123.968750 1537849773.7542
MEM 11186.648438 1537849773.8545
MEM 11200.648438 1537849773.9548
MEM 11215.781250 1537849774.0552
MEM 11229.781250 1537849774.1555
MEM 11190.312500 1537849774.2559
MEM 11250.660156 1537849774.3562
MEM 11258.910156 1537849774.4565
MEM 11190.789062 1537849774.5568
MEM 11224.875000 1537849774.6572
MEM 11234.382812 1537849774.7576
MEM 11256.406250 1537849774.8580
MEM 11257.179688 1537849774.9584
MEM 11289.191406 1537849775.0588
MEM 11289.191406 1537849775.1593
MEM 11256.429688 1537849775.2597
MEM 11304.648438 1537849775.3602
MEM 11312.648438 1537849775.4606
MEM 11278.277344 1537849775.5610
MEM 11341.437500 1537849775.6614
MEM 11353.667969 1537849775.7619
MEM 11368.488281 1537849775.8623
MEM 11382.488281 1537849775.9627
MEM 11392.511719 1537849776.0632
MEM 11409.281250 1537849776.1636
MEM 11343.894531 1537849776.2641
MEM 11371.011719 1537849776.3645
MEM 11379.011719 1537849776.4650
MEM 11386.265625 1537849776.5654
MEM 11407.515625 1537849776.6659
MEM 11407.515625 1537849776.7663
MEM 11471.312500 1537849776.8668
MEM 11439.593750 1537849776.9672
MEM 11452.675781 1537849777.0677
MEM 11461.515625 1537849777.1681
MEM 11471.515625 1537849777.2685
MEM 11488.164062 1537849777.3690
MEM 11500.164062 1537849777.4694
MEM 11516.781250 1537849777.5699
MEM 11528.781250 1537849777.6703
MEM 11521.773438 1537849777.7708
MEM 11555.183594 1537849777.8713
MEM 11492.789062 1537849777.9717
MEM 11529.066406 1537849778.0721
MEM 11541.066406 1537849778.1726
MEM 11559.066406 1537849778.2730
MEM 11608.976562 1537849778.3735
MEM 11592.128906 1537849778.4739
MEM 11607.230469 1537849778.5744
MEM 11615.148438 1537849778.6748
MEM 11592.105469 1537849778.7753
MEM 11648.031250 1537849778.8757
MEM 11603.152344 1537849778.9762
MEM 11677.125000 1537849779.0766
MEM 11691.125000 1537849779.1770
MEM 11702.671875 1537849779.2775
MEM 11710.210938 1537849779.3779
MEM 11720.210938 1537849779.4783
MEM 11676.925781 1537849779.5787
MEM 11688.925781 1537849779.6792
MEM 11715.164062 1537849779.7796
MEM 11715.164062 1537849779.8800
MEM 11715.164062 1537849779.9805
MEM 11749.304688 1537849780.0809
MEM 11749.304688 1537849780.1813
MEM 11787.828125 1537849780.2818
MEM 11768.207031 1537849780.3825
MEM 11776.207031 1537849780.4829
MEM 11799.179688 1537849780.5833
MEM 11805.675781 1537849780.6838
MEM 11760.679688 1537849780.7842
MEM 11834.906250 1537849780.8846
MEM 11846.906250 1537849780.9851
MEM 11878.996094 1537849781.0856
MEM 11868.191406 1537849781.1860
MEM 11878.191406 1537849781.2864
MEM 11832.886719 1537849781.3869
MEM 11838.886719 1537849781.4873
MEM 11846.886719 1537849781.5877
MEM 11873.320312 1537849781.6881
MEM 11873.320312 1537849781.7885
MEM 11873.320312 1537849781.8890
MEM 11907.136719 1537849781.9894
MEM 11907.136719 1537849782.0897
MEM 11873.476562 1537849782.1901
MEM 11925.937500 1537849782.2904
MEM 11939.937500 1537849782.3907
MEM 11957.113281 1537849782.4911
MEM 11969.113281 1537849782.5914
MEM 12016.335938 1537849782.6918
MEM 11998.289062 1537849782.7922
MEM 11940.882812 1537849782.8925
MEM 12021.476562 1537849782.9928
MEM 12029.476562 1537849783.0931
MEM 12041.476562 1537849783.1934
MEM 11994.953125 1537849783.2938
MEM 12006.953125 1537849783.3943
MEM 12056.992188 1537849783.4947
MEM 12056.992188 1537849783.5951
MEM 12092.320312 1537849783.6956
MEM 12092.320312 1537849783.7960
MEM 12092.320312 1537849783.8964
MEM 12124.863281 1537849783.9968
MEM 12109.843750 1537849784.0973
MEM 12119.843750 1537849784.1977
MEM 12080.597656 1537849784.2981
MEM 12143.457031 1537849784.3986
MEM 12151.457031 1537849784.4990
MEM 12104.039062 1537849784.5993
MEM 12177.394531 1537849784.6998
MEM 12185.394531 1537849784.8001
MEM 12197.394531 1537849784.9004
MEM 12213.070312 1537849785.0008
MEM 12225.070312 1537849785.1011
MEM 12154.921875 1537849785.2015
MEM 12166.921875 1537849785.3018
MEM 12196.933594 1537849785.4021
MEM 12196.933594 1537849785.5024
MEM 12217.632812 1537849785.6028
MEM 12231.632812 1537849785.7031
MEM 12231.632812 1537849785.8034
MEM 12197.070312 1537849785.9037
MEM 12253.152344 1537849786.0041
MEM 12265.152344 1537849786.1044
MEM 12282.437500 1537849786.2049
MEM 12294.679688 1537849786.3053
MEM 12332.496094 1537849786.4058
MEM 12324.066406 1537849786.5062
MEM 12266.164062 1537849786.6066
MEM 12347.628906 1537849786.7070
MEM 12355.628906 1537849786.8074
MEM 12365.628906 1537849786.9078
MEM 12317.070312 1537849787.0083
MEM 12331.070312 1537849787.1087
MEM 12354.078125 1537849787.2091
MEM 12354.078125 1537849787.3096
MEM 12386.742188 1537849787.4100
MEM 12386.742188 1537849787.5104
MEM 12402.351562 1537849787.6109
MEM 12414.351562 1537849787.7113
MEM 12433.101562 1537849787.8117
MEM 12445.101562 1537849787.9121
MEM 12460.566406 1537849788.0126
MEM 12467.851562 1537849788.1131
MEM 12477.851562 1537849788.2135
MEM 12471.058594 1537849788.3140
MEM 12504.601562 1537849788.4144
MEM 12440.941406 1537849788.5148
MEM 12475.019531 1537849788.6152
MEM 12486.269531 1537849788.7156
MEM 12509.039062 1537849788.8160
MEM 12509.039062 1537849788.9164
MEM 12543.031250 1537849789.0169
MEM 12543.031250 1537849789.1173
MEM 12543.031250 1537849789.2178
MEM 12562.351562 1537849789.3182
MEM 12574.351562 1537849789.4186
MEM 12591.585938 1537849789.5191
MEM 12603.585938 1537849789.6195
MEM 12604.292969 1537849789.7200
MEM 12634.800781 1537849789.8204
MEM 12644.800781 1537849789.9208
MEM 12658.312500 1537849790.0213
MEM 12664.312500 1537849790.1217
MEM 12674.312500 1537849790.2221
MEM 12628.976562 1537849790.3225
MEM 12640.976562 1537849790.4230
MEM 12667.000000 1537849790.5234
MEM 12667.000000 1537849790.6237
MEM 12667.000000 1537849790.7240
MEM 12700.777344 1537849790.8244
MEM 12700.777344 1537849790.9246
MEM 12700.777344 1537849791.0250
MEM 12717.835938 1537849791.1254
MEM 12731.835938 1537849791.2258
MEM 12749.011719 1537849791.3262
MEM 12761.011719 1537849791.4267
MEM 12755.332031 1537849791.5271
MEM 12790.187500 1537849791.6276
MEM 12801.437500 1537849791.7280
MEM 12819.367188 1537849791.8284
MEM 12831.613281 1537849791.9289
MEM 12784.914062 1537849792.0293
MEM 12796.914062 1537849792.1297
MEM 12822.425781 1537849792.2301
MEM 12822.425781 1537849792.3305
MEM 12855.402344 1537849792.4310
MEM 12855.402344 1537849792.5313
MEM 12855.402344 1537849792.6317
MEM 12872.597656 1537849792.7321
MEM 12884.597656 1537849792.8325
MEM 12903.644531 1537849792.9330
MEM 12915.644531 1537849793.0334
MEM 12948.808594 1537849793.1339
MEM 12944.437500 1537849793.2343
MEM 12888.230469 1537849793.3347
MEM 12971.488281 1537849793.4352
MEM 12985.488281 1537849793.5356
MEM 12940.906250 1537849793.6361
MEM 12954.906250 1537849793.7365
MEM 12978.675781 1537849793.8369
MEM 12978.675781 1537849793.9373
MEM 12978.675781 1537849794.0377
MEM 13013.011719 1537849794.1381
MEM 13013.011719 1537849794.2385
MEM 13013.011719 1537849794.3390
MEM 13028.722656 1537849794.4394
MEM 13042.722656 1537849794.5398
MEM 13107.812500 1537849794.6403
MEM 13072.046875 1537849794.7407
MEM 13024.484375 1537849794.8411
MEM 13095.570312 1537849794.9416
MEM 13103.570312 1537849795.0420
MEM 13115.570312 1537849795.1424
MEM 13189.246094 1537849795.2430
MEM 13134.898438 1537849795.3434
MEM 13146.898438 1537849795.4437
MEM 13100.835938 1537849795.5440
MEM 13113.074219 1537849795.6444
MEM 13137.074219 1537849795.7447
MEM 13137.074219 1537849795.8450
MEM 13137.074219 1537849795.9453
MEM 13170.437500 1537849796.0458
MEM 13170.437500 1537849796.1462
MEM 13185.394531 1537849796.2466
MEM 13197.394531 1537849796.3470
MEM 13224.574219 1537849796.4475
MEM 13220.531250 1537849796.5479
MEM 13230.531250 1537849796.6483
MEM 13190.378906 1537849796.7488
MEM 13257.664062 1537849796.8492
MEM 13269.664062 1537849796.9497
FUNC __main__.generateHeuristicsTrainSet 5157.0703 1537849708.8580 13303.9961 1537849797.2081
